,name,rating,cuisine,location,region,cost_per_person,discount
1584,Lyfe Restaurant & Pizzeria,4.8,"Italian, Mediterranean, Pan Asian",['Whitefield'],['East Bengaluru'],2000,10
1585,Lyfe Restaurant & Pizzeria,4.8,"Italian, Mediterranean, Pan Asian",['Whitefield'],['East Bengaluru'],2000,10
1586,Tesorio - The Sourdough Pizza Kitchen,4.9,Italian,['Sahakara Nagar'],['North Bengaluru'],2000,10
1587,Tesorio - The Sourdough Pizza Kitchen,4.9,Italian,['Sahakara Nagar'],['North Bengaluru'],2000,10
1588,The Rajputana,3.7,Gujarati,['Kundalahalli'],[],2000,10
1589,The Rajputana,3.7,Gujarati,['Kundalahalli'],[],2000,10
1590,Fish & Fries,4.7,Seafood,['HSR'],['South Bengaluru'],2000,10
1591,Fish & Fries,4.7,Seafood,['HSR'],['South Bengaluru'],2000,10
1592,Daffy's Brewgarden,4.8,Indian,['Indiranagar'],['East Bengaluru'],1600,25
1593,Daffy's Brewgarden,4.8,Indian,['Indiranagar'],['East Bengaluru'],1600,25
1594,Hunan Square,4.9,Pan Asian,['Electronic City'],['South Bengaluru'],2000,25
1595,Hunan Square,4.9,Pan Asian,['Electronic City'],['South Bengaluru'],2000,25
1596,Secrets Of Ocean,4.0,Multicuisine,['Chikkabanavara'],['North Bengaluru'],2000,25
1597,Secrets Of Ocean,4.0,Multicuisine,['Chikkabanavara'],['North Bengaluru'],2000,25
1598,Sidewalk Cafe & Bar,4.3,Multicuisine,['The Paul'],[],2000,10
1599,Sidewalk Cafe & Bar,4.3,Multicuisine,['The Paul'],[],2000,10
